time,distance,angle1,pos1x,pos1y,angle2,pos2x,pos2y
464.526,140.3221806,-109.2052423,-161.356229,-156.9169127,118.1108403,-238.6467835,-45.20508609
464.57,130.7715903,26.63790988,-156.2636693,-146.7640903,12.66074995,-238.8051372,-34.17231822
464.617,150.1992344,166.2445037,-153.5539234,-157.8333087,137.5384844,-238.5871742,-42.65769397
464.664,132.1094193,-50.59098964,-162.3863981,-150.5759056,5.429065102,-237.5160477,-31.3873851
464.712,147.3399433,90.30034322,-150.9776416,-150.6357106,141.9108782,-238.5960614,-40.41754889
464.76,141.34515,-128.8982694,-159.8560666,-157.7992537,0.565728196,-238.4833689,-29.00465374
464.807,144.3330144,22.00004617,-155.544717,-147.1283138,143.7672862,-238.6023107,-38.23510665
464.855,147.9012091,158.9536677,-151.4616576,-157.739392,11.33867124,-238.8229098,-26.78595977
464.902,146.0315897,-43.62717906,-159.4474214,-149.3614754,134.6929185,-238.5858067,-34.8460784
464.95,146.8141051,95.57289345,-148.1092655,-150.4677759,12.12118662,-238.8123142,-23.63361201
464.996,152.9355341,-108.4978014,-159.0713572,-154.1351728,140.8143475,-238.593062,-32.57004682
465.043,141.7483924,36.7667207,-152.2162802,-144.9606973,-0.934044954,-238.7791834,-21.15408002
465.092,159.7050212,-172.166358,-153.7851531,-156.3639487,160.6390662,-238.7250332,-32.09530449
465.137,139.3237418,-21.64234275,-158.0284188,-145.6697799,21.31532433,-234.5835867,-21.48143242
465.184,156.4183264,124.2461057,-148.556184,-152.1182528,135.1030021,-238.5857887,-29.67323181
465.232,144.4396914,-83.77326109,-160.0080288,-150.8687766,11.45778726,-238.8212828,-18.38044991
465.279,156.7957752,70.38472838,-149.1362297,-146.9942376,145.337988,-238.6087444,-27.89534157
465.325,152.1011149,-140.6525987,-156.4208927,-155.8793491,11.38712053,-238.8222476,-16.45449935
465.372,155.052277,21.30193815,-152.1997124,-145.0536634,143.6651565,-238.6019287,-25.75923215
465.42,157.8079287,168.5992712,-149.9318519,-156.3002596,14.14277225,-238.7859711,-14.53208581
465.466,155.7605096,-24.08883562,-154.6962656,-145.6437091,141.6177374,-238.5952091,-23.5919273
465.512,158.8464559,124.0181196,-145.1800584,-152.0668515,17.22871854,-238.7486831,-12.52343688
465.559,158.4772368,-67.97160658,-156.0074914,-147.6860419,141.2485183,-238.594188,-21.55803356
465.608,156.1493343,82.78925353,-144.5908945,-146.2416147,14.90081606,-238.776481,-10.3853253
465.654,163.1192689,-111.8993552,-155.4031249,-150.5879622,148.2184529,-238.6232556,-20.27256443
465.702,152.0986503,42.7217722,-147.5697262,-142.105459,11.33524549,-238.8229497,-8.777987173
465.751,167.8975321,-155.7128678,-152.3473568,-152.6930771,156.5622866,-238.6847551,-19.49336545
465.798,149.5106655,3.020586541,-151.7367649,-141.1218412,7.051621029,-237.2735752,-8.085208358
465.843,169.4265471,161.1828184,-148.0011178,-152.0844556,162.3749261,-238.7441548,-19.23052458
465.891,149.3022734,-37.93068197,-155.1371761,-142.9279051,13.07265276,-236.1445893,-8.035354596
465.937,167.508315,119.4167081,-145.055863,-148.6123069,154.4356622,-238.6663744,-18.56746219
465.983,152.1903787,-80.35036925,-156.4940333,-146.6674923,2.24528353,-238.2149743,-7.054404175
466.03,166.4295338,81.42146571,-145.0062901,-144.9345366,164.1842503,-238.7653121,-18.27712559
466.077,156.8952123,-120.9940999,-154.9293392,-150.8955153,7.289037934,-237.2975033,-6.80166523
466.124,163.2924069,44.98045268,-146.6874674,-142.6480179,156.0033689,-238.6797477,-17.42914836
466.172,162.0156444,-159.6414764,-150.7069521,-153.480081,11.37086177,-238.8224645,-5.87290885
466.219,163.5471424,12.26611736,-148.2172044,-142.0285354,152.1762806,-238.6488594,-16.16317811
466.265,165.6808852,167.2498984,-145.6681649,-153.2935765,13.50460452,-238.7941254,-4.828666536
466.311,163.9087813,-17.49521867,-149.2012891,-142.0846766,150.4041768,-238.6365906,-14.94921345
466.356,166.9174839,137.9464075,-141.4618473,-150.6640458,16.51330713,-238.7570082,-3.761348362
466.402,164.729598,-45.85271047,-149.9016964,-142.4717446,148.2162909,-238.6232434,-13.66204481
466.449,166.0256293,110.555255,-139.0738552,-146.5320147,17.80933844,-238.74207,-2.560553178
466.496,166.2252704,-74.34039105,-150.3887267,-143.3601528,148.415932,-238.6243783,-12.49530675
466.543,163.4986679,83.49223597,-138.8850053,-142.0478902,15.08273593,-238.7742353,-1.26113279
466.589,168.6843066,-103.8845636,-150.2686105,-144.8617931,153.6015706,-238.6596654,-11.72931801
466.637,160.1232178,55.91917397,-140.6625603,-138.3626954,11.38167888,-238.8223287,-0.203157229
466.684,171.7395967,-134.6010393,-148.9894121,-146.5743845,160.3579178,-238.7220457,-11.23872752
466.731,157.1352131,27.78025764,-143.5717642,-136.2903133,3.222704764,-238.0715372,0.314325275
466.778,174.0428223,-166.1142506,-146.3702611,-147.6105879,168.5471881,-238.8213578,-11.27573555
466.826,155.0578313,-1.389033253,-146.6526002,-135.9667583,13.48935684,-236.1270152,-0.043799944
466.874,174.0009053,161.3399487,-142.9324199,-146.9828432,160.5115484,-238.7236686,-11.11120924
466.921,154.5961859,-32.41606122,-149.1842278,-137.1376717,5.915362515,-237.5337506,0.373272908
466.967,174.6470115,131.0308661,-140.4076956,-144.7752995,168.4736522,-238.8203558,-11.14675751
467.014,155.6229736,-63.01239582,-150.7975911,-139.4842143,12.85067862,-236.2501239,0.120023469
467.062,171.7055816,100.6686311,-139.3619313,-141.6385209,158.854903,-238.7065991,-10.80812176
467.108,158.38491,-95.05734065,-150.9593461,-142.6648596,0.469992983,-238.6115787,0.775337619
467.155,171.3938841,73.04383146,-139.7861297,-139.2582088,168.5504325,-238.8213949,-10.79193884
467.201,162.0405189,-124.7477647,-149.3356379,-145.8823866,6.509913585,-237.50393,0.753540929
467.248,168.9281027,46.3537928,-140.8613658,-137.7994045,162.4181892,-238.7446461,-10.38969416
467.295,165.9863432,-152.9776949,-146.1347162,-148.1389845,11.33133185,-238.8230108,1.247566329
467.34,169.273418,22.82748575,-141.5730886,-137.3018569,157.9420862,-238.6976517,-9.589315057
467.387,169.4366,-176.7241609,-142.236204,-148.8873787,11.53526455,-238.8202271,1.870506281
467.432,188.7130422,-176.6811118,-142.918789,-160.6580341,1.822222378,-238.4422352,13.75162541
467.48,206.4709913,-156.825742,-147.6366316,-171.6792583,25.64876896,-238.6656824,24.6275321
467.527,217.6910113,-119.4403357,-158.2297429,-177.6579988,13.04224229,-238.8001267,36.49032605
467.574,220.9397746,-69.63672608,-169.749841,-173.3821163,28.89753235,-238.64127,47.17947479
467.622,218.7596096,-17.56651066,-173.4653672,-161.6454962,11.51080189,-238.8205602,59.14871371
467.671,222.5870718,33.69721721,-166.6398146,-151.4099349,32.07626989,-238.6216103,69.50820669
467.717,235.858642,87.04653221,-154.3326906,-150.774968,24.78237214,-238.6729208,80.72864746
467.763,258.7966158,154.4348403,-148.9540604,-162.0185758,55.01424362,-238.6073326,87.9462446
467.812,267.8879322,-119.008912,-160.0219102,-168.1558359,33.87368861,-238.6123678,98.4731165
467.858,265.217204,-20.03866492,-164.4009289,-156.1497961,52.34351539,-238.5973864,106.2026566
467.903,272.8051596,73.60381847,-152.1920523,-152.5574125,41.46164419,-238.5884824,115.7410474
467.95,294.3034376,176.469756,-151.4027382,-165.3517476,73.84179346,-238.7612125,119.3429717
467.997,289.2169768,-64.73402807,-163.1391791,-159.8124827,36.37518337,-238.601779,129.7231119
468.045,295.0350024,55.47403423,-152.4354013,-152.4488356,79.65981905,-238.8367484,132.0475982
468.091,310.0843891,173.8011498,-151.0345552,-165.3462538,51.42457003,-238.5946677,140.2165561
468.138,306.6825156,-47.33818247,-160.7256593,-156.4155105,76.2579456,-238.7910738,143.3205959
468.184,311.8268676,83.39709551,-147.715182,-154.9094785,56.56892201,-238.6145174,150.5478895
468.231,325.5547816,-136.9072929,-156.7242576,-164.5392432,89.98585962,-238.9997533,150.5511609
468.279,313.6285605,9.747769946,-154.4797759,-151.4740821,44.64270089,-238.5858139,159.8976616
468.323,335.4963849,153.2786808,-148.5329974,-163.2869829,111.853684,-238.6996249,154.9264416
468.369,320.5330664,-54.9800242,-159.4311301,-155.6503644,29.67938246,-238.6360442,166.3993616
468.415,336.7515831,97.66654129,-146.2336967,-157.4268803,128.0722007,-238.5961117,158.1562296
468.461,330.5203475,-112.5120559,-158.5093354,-162.5146427,23.44814682,-238.6846605,170.3626969
468.508,336.8196047,50.88450665,-148.0940048,-154.0456557,134.3714579,-238.5858715,161.0142194
468.554,338.6684327,-160.317533,-152.5661232,-166.5478514,25.29697483,-238.6685847,173.1171891
468.601,338.2503091,11.09076263,-149.968427,-153.2959749,133.9533343,-238.5860224,163.828765
468.647,342.5486712,161.3644768,-145.7207746,-165.8917802,29.59533687,-238.6365938,175.5026972
468.694,340.432875,-23.82266494,-151.1889223,-153.5071006,131.8375381,-238.5879401,166.561732
468.741,342.6821799,128.9643842,-140.8337851,-161.8818728,31.84464176,-238.6229003,177.9675736
468.787,343.4335264,-56.39687745,-152.1081214,-154.390336,132.5888846,-238.5870385,168.8761135
468.834,340.3254766,99.23695297,-138.9348458,-156.532661,28.73659198,-238.6423771,178.6423771
468.88,346.1010447,-90.07190047,-152.4317467,-156.5495983,138.3644528,-238.5882239,168.5818059
468.926,334.783377,67.28114105,-140.105079,-151.3884735,17.41892428,-238.7465025,178.7465025
468.975,349.498065,-127.1622847,-150.8202231,-159.5105991,153.0791407,-238.6556079,166.7139358
469.021,328.8200943,31.6801371,-143.7941869,-148.1256507,176.7409536,-237.9001681,178.9447608
469.068,352.114517,-166.9803415,-146.8137755,-161.1844825,176.3735634,-237.044942,178.9387513
469.114,339.2816426,5.90810335,-145.4222332,-147.7374068,163.9080792,-233.3327322,178.7620026
469.161,351.5086247,165.035476,-141.9669084,-160.6648666,-171.3994545,-235.3538425,178.8617003
469.208,338.7031381,-21.82902583,-146.9946641,-148.1130255,151.1025926,-228.8846564,178.6412708
469.254,348.5124362,136.0305013,-137.7131782,-157.7345305,-161.5901564,-233.1434212,178.7353662
469.301,339.1168683,-53.22827623,-148.5249685,-149.6545969,141.7070247,-224.8451442,178.5954649
469.349,343.4585306,104.7774689,-135.5971422,-153.0648378,-157.248494,-230.0407712,178.691074
469.395,341.3370263,-89.28545839,-149.045467,-152.8971137,139.5855203,-221.3447178,178.5903132
469.442,337.9792398,70.99480312,-136.3827189,-148.5356951,-160.6062805,-225.7875814,178.7246832
469.489,344.8062014,-128.7522166,-146.8270208,-156.9187979,146.4124819,-218.3479779,178.6137481
469.537,334.1171702,35.31823794,-139.062497,-145.9599661,-171.2953117,-220.3670536,178.8601768
469.584,346.9644885,-168.8406712,-141.6459215,-159.0559957,159.2598002,-215.5970337,178.7106731
469.63,332.5342595,-2.073278975,-142.1327884,-145.6071315,174.2744593,-214.2676534,178.9052255
469.676,345.2540335,151.3597347,-135.7463204,-157.3011812,171.9795743,-212.3906727,178.8702555
469.724,333.2193259,-42.84236563,-144.8907263,-147.4407563,162.2397517,-208.3238918,178.7426241
469.77,339.4370408,110.4517272,-132.4075714,-152.0960329,178.1972891,-207.9025311,178.9690368
469.816,336.6058895,-88.98448005,-145.8011053,-151.8586188,159.4086003,-203.201673,178.7121865
469.863,332.8554864,67.53285557,-133.4596053,-146.7548915,174.4468861,-201.9118893,178.9079246
469.909,340.933107,-138.6879609,-142.2580738,-156.7657349,167.4862209,-199.0064305,178.8070817
469.957,329.0791598,22.64935887,-137.0965621,-144.3960458,162.5929389,-195.0303787,178.7466381
470.004,341.5691754,171.9442283,-135.23513,-157.54792,179.9762365,-195.0248146,178.9995853
470.05,328.8850547,-25.23852565,-140.9564724,-145.4106389,149.9088182,-188.3620828,178.6333938
470.097,336.4495388,123.2547217,-129.85543,-152.6901093,-172.4592793,-190.1159161,178.8774174
470.144,332.3198208,-78.74624133,-142.9683486,-150.0808934,145.7791002,-182.6231488,178.6107395
470.19,329.0727893,73.32881463,-130.2170903,-146.2623214,-175.7063109,-183.6182109,178.9279377
470.236,337.6778558,-136.1254612,-139.4319265,-155.8464738,154.3841667,-177.834962,178.665952
470.283,324.9829041,21.58414084,-134.5146106,-143.4167006,171.5987374,-175.899098,178.864626
470.329,338.1250389,167.5117163,-131.6495876,-156.3525018,167.5263015,-173.0088627,178.8076133
470.376,325.8127288,-33.78591114,-139.0884336,-145.2345733,159.2864272,-168.3195104,178.7109433
470.423,331.6159987,112.4757583,-126.8424677,-150.3009494,173.3295715,-166.7727302,178.8906111
470.47,331.4078922,-94.91979461,-140.1094522,-151.4429485,159.0783207,-162.0183864,178.7088391
470.518,324.5837258,56.95813488,-128.95307,-144.186314,166.5054051,-158.9274222,178.7942544
470.565,336.1581035,-157.6733873,-133.9841586,-156.4371644,170.6526984,-156.7572544,178.8508595
470.612,322.7226059,-0.612867693,-134.1270684,-143.0773235,153.0699075,-150.7666037,178.6555372
470.659,333.1446718,142.5499914,-126.0874061,-153.5737654,-178.9252358,-151.0166626,178.9814189
470.707,326.7541184,-62.96175025,-137.9648293,-147.5119249,146.6793542,-143.7284844,178.6150665
470.753,325.3433418,84.21616786,-124.7705634,-146.1754617,179.6639876,-143.6507598,178.9941527
470.8,333.6351136,-129.0665621,-135.0636224,-154.5304342,154.971126,-138.0084838,178.6708304
470.847,321.248219,25.14771572,-129.3980826,-142.4619758,167.277093,-135.0986169,178.8043172
470.893,334.2743196,167.4645797,-126.5302552,-155.3601691,167.9972266,-132.3238728,178.8139034
470.939,323.5703725,-37.31112922,-134.6175611,-144.7483394,156.5731459,-127.0616483,178.6848536
470.986,327.3887465,107.2103108,-121.9749517,-148.664374,171.8156006,-125.1719853,178.8678255
471.034,330.9395009,-104.241887,-134.8424179,-151.9303547,160.1239003,-120.6469601,178.7195827
471.08,321.7240173,47.71262968,-124.9962902,-142.9750344,162.600117,-116.6944919,178.7467202
471.127,334.888577,-169.4585226,-127.41454,-155.9702342,173.28846,-115.1343973,178.8899821
471.173,322.2380578,-13.37321053,-130.5024994,-142.9814011,149.9495977,-108.5131364,178.6336532
471.221,330.3266862,129.9926921,-120.3715049,-151.4801132,-178.6229115,-108.832846,178.9762564
471.267,328.6889251,-78.34954999,-133.4039379,-148.7929779,148.3118367,-101.853298,178.6237845
471.314,323.7730014,71.58384622,-120.7951908,-144.5946573,176.4611648,-101.0361982,178.9401817
471.36,335.2926927,-143.2785134,-128.7125512,-155.2083021,159.8315279,-96.43235303,178.7165354
471.406,322.2514235,13.20294397,-125.6622996,-142.2064931,163.4198956,-92.65923482,178.7562227
471.453,334.2833493,156.8579722,-120.4641103,-154.3687486,171.8634537,-90.77078768,178.8685337
471.5,326.638399,-47.58443974,-130.3167778,-145.3671189,155.7749453,-85.32730041,178.6777374
471.546,328.0379786,100.5686161,-117.270386,-147.801289,173.2630333,-83.76935917,178.8895933
471.592,334.4165335,-110.0272862,-129.7511361,-152.3506429,162.1535002,-79.67980048,178.7416511
471.64,324.329318,45.82976655,-120.1765708,-143.0494583,163.1758177,-75.84671709,178.7533668
471.687,338.0618135,-168.3284348,-122.856743,-156.0239431,175.8859958,-74.886775,178.9308355
471.731,325.6044698,-8.956122813,-124.9402949,-142.8033964,150.7184741,-68.40322707,178.6386718
471.778,334.7842927,138.4201067,-116.1376167,-152.7251022,-174.9341814,-69.58184248,178.915606
471.825,331.3887963,-65.68737405,-128.30266,-147.2291469,147.3229776,-62.39363706,178.6183698
471.871,329.5505073,87.75901784,-114.9883866,-146.7081265,-176.7724703,-63.14219039,178.945285
471.918,338.5473574,-121.4862666,-126.3280744,-153.6533579,156.3198277,-57.76617087,178.6825675
471.964,327.4785244,38.84823202,-117.9269697,-143.2224841,172.1586967,-55.95509529,178.8729205
472.011,341.2650662,-172.1487758,-119.7410387,-156.3780285,170.1063694,-53.6505392,178.843052
472.057,329.1513773,-9.474768995,-121.9496121,-143.1443171,160.0450079,-49.11438645,178.7187571
472.104,338.4894962,141.5264562,-113.6749669,-153.5568371,179.4444884,-48.98461513,178.9903517
472.15,334.3722029,-58.69267896,-125.1134094,-146.600153,155.9277145,-43.54185949,178.6790796
472.197,334.1219329,97.65862476,-111.8790137,-148.3797827,179.1942184,-43.35424088,178.9860358
472.245,341.070731,-106.8805799,-124.6486301,-152.2547616,162.8765126,-39.40569802,178.7498955
472.291,331.8715038,55.9241019,-113.5345142,-144.7367559,169.9949912,-37.09178078,178.8414731
472.338,345.3060685,-150.5907679,-120.0776042,-156.3444962,176.3110773,-36.22621928,178.9377325
472.384,332.1607341,16.01772106,-116.3646041,-143.410825,156.8496567,-30.98889368,178.6873784
472.431,345.3871356,170.2387657,-114.1042245,-156.5500228,-170.4625211,-33.21810234,178.8481298
472.479,334.4147844,-23.74748737,-119.520683,-144.2387201,145.8773055,-25.73247656,178.6111948
472.525,342.5210987,133.4493229,-109.8201223,-153.4279156,-162.3562069,-29.80163598,178.7439424
472.571,339.0049744,-63.87670772,-121.866324,-147.5204687,142.3611813,-21.62457614,178.5974421
472.618,339.3865339,98.29963924,-108.595026,-149.4564563,-161.9746473,-25.76914429,178.7396425
472.666,344.6415238,-102.2143109,-121.6768945,-152.2882768,147.6161711,-18.56739932,178.6199324
472.713,337.7523502,65.38605111,-109.4344828,-146.6796575,-168.8638209,-21.15115507,178.8256875
472.759,349.0779718,-136.3489557,-118.6651474,-156.3555346,158.9417927,-16.30369941,178.7074679
472.807,337.5341375,35.00098611,-110.9196679,-145.2942488,179.5923447,-16.20853563,178.9929105
472.855,351.2014433,-166.1642018,-114.1189684,-158.2844249,172.6090986,-14.47037554,178.8796703
472.903,338.2810878,6.417181543,-112.6083473,-144.8532951,166.6719892,-11.38529667,178.7964083
472.948,350.674221,166.5266572,-109.4883168,-157.8758459,-174.9977683,-12.56301092,178.9166141
472.994,339.9319571,-22.01125355,-114.5496961,-145.3555733,155.9297254,-7.098007026,178.6790973
473.043,348.6853809,140.3746472,-105.994808,-155.6873448,-166.2443445,-10.30493499,178.7908996
473.088,342.7875604,-50.72846033,-116.4296156,-147.1552059,150.0319049,-3.597473716,178.6341786
473.135,346.4258882,115.046561,-104.2464373,-152.8483732,-162.6060166,-7.622487154,178.7467877
473.181,346.7741564,-78.56736743,-117.4333524,-150.1816079,150.380173,-0.966153897,178.6364333
473.228,344.8520916,91.26771186,-103.9483031,-150.4800234,-164.5280814,-4.55376279,178.7694726
473.275,350.9580142,-103.8071433,-116.9992211,-153.6873616,156.4860956,0.83617612,178.6840651
473.323,344.1610199,69.83424128,-104.3019871,-149.0243026,-171.3250756,-1.191197601,178.8606118
473.371,354.5264211,-125.4502485,-115.248155,-156.8177964,166.8514967,1.890021368,178.7987405
473.417,344.0228875,51.02100523,-104.7110383,-148.2914018,178.1713908,2.318896829,178.9685994
473.464,357.1107934,-143.6615316,-112.6768472,-159.1202906,179.9394025,2.333249974,178.9989429
473.512,344.0984295,34.48261091,-104.993293,-147.9333779,165.159027,5.77598446,178.7772225
473.559,358.4216189,-159.5396373,-109.6947879,-160.534666,164.7374081,9.351937533,165.6721284
473.607,334.0515498,8.710986194,-107.654372,-147.2175669,9.685858319,11.59642703,178.8224752
473.654,359.5840904,176.8750139,-106.9199755,-160.6691748,171.8982321,13.51251308,178.8690489
473.7,373.0444771,179.1390693,-106.7155889,-174.2702797,156.853755,18.90966811,166.2438427
473.748,367.6582592,-4.087512993,-107.6870994,-178.9312636,147.1954957,26.31928892,154.7483466
473.794,347.2452301,-2.504706981,-108.2812569,-165.3484245,-21.04973436,21.4802779,167.3217687
473.842,369.3540475,175.5772351,-107.2347408,-178.8788327,-147.5962181,14.14214886,178.6198302
473.889,378.6128039,-15.11881338,-110.8276656,-178.7737914,-168.209022,11.32506508,165.1245953
473.936,56.79564003,61.00819617,24.28052251,38.14254228,-56.79564003,5.157551582,99.78729716
473.983,73.3037895,125.5509248,32.9416322,31.9530107,-130.0994295,-3.052447634,92.87397558
474.03,78.46805879,-163.6893568,29.93445711,21.67636069,151.4325117,2.104717405,83.40228174
474.077,65.15254258,-95.97980252,19.31545904,20.56404356,86.2799691,12.73380003,84.09336529
474.125,54.52595775,-32.11045968,13.66042732,29.57528177,31.75401135,18.28349024,93.06016171
474.171,54.42801404,31.54252683,19.22472879,38.64028683,-22.67400269,14.21880298,102.7895071
474.216,67.07843645,95.88677095,29.81204329,37.54866486,-89.75243914,3.548118222,102.8356127
474.262,80.98103132,166.2584934,32.35462462,27.151317,-170.7334705,1.807443629,92.16687098
474.31,73.86333296,-121.9073049,23.25577791,21.48617409,115.4031966,11.50777311,87.56015266
474.356,59.99884253,-54.79705041,14.53625758,27.63779133,55.40435404,20.23346648,93.57862672
474.403,55.6050516,11.38944338,16.64172774,38.08969831,-0.200697555,20.19649047,104.1346125
474.45,64.11035842,77.52995309,27.05161989,40.39180694,-64.31105597,10.60714628,108.7473734
474.497,80.52025701,147.8357436,32.74937436,31.33139621,-144.831313,4.383504669,99.91455462
474.543,79.43259985,-137.9465214,25.5540067,23.35511521,135.7360872,11.91755967,92.18438716
474.591,64.88945309,-67.77942543,15.647097,27.40220076,70.84663407,21.9769711,95.67826702
474.637,57.92230633,0.789434334,15.7943222,38.08687509,12.92432774,24.34316222,105.9894794
474.683,64.12959041,69.22806621,25.7842182,41.87608199,-51.20526267,16.04938391,112.6565942
474.729,80.77715036,140.6748849,32.57419117,33.58777121,-131.982413,8.015425011,105.4272492
474.775,82.49765319,-143.4038164,26.15985611,24.94965973,145.5199338,14.14365511,96.5039699
474.822,68.06153073,-70.84757348,16.02796314,28.46852804,77.45840305,24.56941613,98.82324791
474.87,60.25385358,0.023739658,16.03240014,39.17724025,17.20454947,27.70547634,108.9513746
474.917,66.26553426,70.76757704,26.14225763,42.70428121,-49.06098479,19.65082703,115.9381366
474.97,82.93756546,144.2885689,32.40843422,33.98764407,-131.9985503,11.6028492,108.6920735
475.016,83.84609527,-138.1638705,25.22116593,25.95931616,144.1553545,17.949738,99.90633289
475.063,69.25469557,-63.86020342,15.57690786,30.69229866,74.90065891,28.27313147,102.6916709
475.111,62.38019312,9.250012639,17.30185509,41.28385712,12.52046579,30.57624773,113.0628243
475.158,70.38092551,82.24610586,27.93370909,42.73152494,-57.86045973,21.51274376,118.7570695
475.205,86.66374679,158.5423195,31.87095032,32.71456505,-144.5242065,15.20619341,109.9077061
475.252,83.33220345,-122.4861974,22.76960082,26.91944785,132.14359,23.23872873,102.6386454
475.299,68.85353756,-46.76554658,14.93236423,34.28797649,63.29005247,32.78672647,107.4428652
475.344,64.96515624,28.53661802,20.06930116,43.73463482,-1.675103778,32.4754168,118.0879657
475.385,76.96511492,103.9178459,30.50739883,41.14801626,-78.6402187,21.91674658,120.2092552
475.433,90.18738061,-176.5555623,29.85881304,30.37225166,-168.8275993,19.80437985,109.5139871
475.479,80.41883725,-96.77770872,19.1364948,29.09792332,110.7535634,29.90751872,105.6855316
475.526,67.9617134,-19.4364086,15.55152919,39.25737455,42.79185003,37.16257702,113.5225177
475.573,69.66918698,57.90923691,24.67888316,44.98090262,-26.87733695,32.32679594,123.0637146
475.62,85.88848315,136.3656968,32.12080414,37.17547851,-112.7658201,22.31388165,118.8617
475.667,90.19142301,-141.3614978,25.36304264,28.72183421,157.0427569,26.56610891,108.823259
475.715,75.66290324,-61.25103889,15.89333105,33.9168725,81.37985365,37.20122827,110.4354948
475.76,68.64874624,18.17896834,19.2610036,44.17239275,12.73110741,39.55627166,120.8592554
475.807,78.6839336,97.50596762,29.96178888,42.76247378,-65.95282618,29.70561924,125.2547702
475.854,93.31757564,179.9986618,29.96204172,31.93754684,-159.2704018,25.83573385,115.0293939
475.899,84.63575039,-96.80709883,19.20645552,30.65366927,116.0938478,35.5765743,110.2587023
475.947,71.81982912,-15.53630409,16.31028355,41.07129093,44.27401867,43.05884859,117.9330327
475.994,74.3780658,65.84682114,26.17741572,45.49606767,-30.10404713,37.67007068,127.2276491
476.041,91.13595703,148.3824651,31.85257143,36.27755642,-121.2400042,28.34083247,121.5687551
476.087,91.85929367,-126.2540715,23.10017242,29.85907557,146.9007022,34.30338539,112.4219723
476.133,76.91017548,-42.93454254,15.72100732,37.79040853,69.99052669,44.42242171,116.1068952
476.18,73.34891903,40.47554842,22.75367658,46.03172551,-3.358392348,43.79363839,126.8219511
476.227,87.67528019,123.9605203,31.74034676,39.97914527,-91.03367254,32.91865561,126.6257343
476.273,96.23280072,-149.3848791,26.20635656,30.62731259,172.7335267,34.30521666,115.7514489
476.32,82.30243066,-63.8763408,16.46016336,35.40691475,90.43109609,45.12793461,115.6700167
476.366,74.38230758,21.3528012,20.41158772,45.5142623,16.04878851,48.0981267,125.9951169
476.413,85.32414653,106.4628029,30.81783517,42.4391386,-69.27535802,37.94717765,129.8358308
476.459,98.43145208,-165.8502007,28.15889843,31.89227387,-167.7068101,35.60846051,119.1033769
476.506,86.9152118,-78.32150562,17.50874235,34.09364658,105.3779781,46.08846873,116.2210349
476.553,76.29824663,8.636580068,19.1409901,44.83997411,29.07973147,51.31956075,125.6272811
476.601,84.58884628,95.59662478,29.95877676,43.77992423,-55.50911481,42.38020286,131.7690379
476.646,99.73126988,-175.5418202,29.11238916,32.92425398,-155.2403847,37.77439485,121.7826763
476.692,90.28626711,-86.2622058,18.24276381,33.63436138,114.4733482,47.6976797,117.2659482
476.739,78.32055292,2.404780109,18.69955769,44.51144371,36.15279528,54.05913077,125.9728111
476.787,85.27849269,91.20936216,29.58517818,44.28164296,-49.12569741,45.8528295,133.0748925
476.833,101.0566159,-178.5195038,29.30348855,33.38257119,-150.1823133,40.37791567,123.5219932
476.881,92.354297,-87.70233392,18.4040867,33.81989169,117.4633897,50.07043757,118.4842546
476.929,80.08109685,2.690210696,18.91587099,44.71180001,37.38229282,56.62793715,127.0666037
476.974,87.2046982,93.268981,29.80391317,44.08991347,-49.82240538,48.32116732,134.0808022
477.021,102.7326249,-174.8547502,28.82470871,33.2151474,-152.5550303,43.23871166,124.2945584
477.067,93.16640722,-82.64183041,17.99252402,34.61396157,114.2785625,53.20354857,119.7997497
477.113,81.56756632,9.534276878,19.80157849,45.38485693,32.71099616,59.04835931,128.9001359
477.16,90.38062947,101.8116393,30.49307141,43.14902089,-57.66963331,49.83487733,134.7314943
477.206,104.5205199,-164.5857171,27.58631448,32.60637234,-162.1901532,46.45660266,124.2156102
477.253,92.77785974,-71.0531546,17.24346255,36.15697236,105.031987,57.0104456,121.3814006
477.299,83.11306786,22.99266459,21.51695076,46.22826443,21.91891916,61.05364316,131.4295818
477.346,94.94618424,116.9203736,31.27081052,41.27548712,-73.02726508,50.58109852,134.6259114
477.393,105.6524037,-147.7528781,25.42645333,32.01171049,-178.6796688,50.32633312,123.5723229
477.44,91.36511068,-52.8668951,16.69763612,38.62119471,89.95522052,61.2399809,123.5808525
477.487,85.41137719,43.06101497,24.18037765,46.62834013,4.543843333,62.09986468,134.4008518
477.534,100.7848922,138.6743054,31.41513412,38.40063408,-96.24104889,51.1572556,133.2041712
477.58,105.0348752,-124.488398,22.3745529,32.18990975,158.724076,55.1669818,122.9069724
477.626,89.48172366,-28.02633881,17.22252544,41.86872775,69.2423523,65.3545937,126.7682684
477.673,89.46713651,69.56786181,27.50793057,45.70040419,-20.22478422,61.58826085,136.9912132
477.72,106.7721251,167.0126191,29.97428894,35.00668754,-126.9969093,52.74882636,130.3309691
477.766,102.0094669,-94.98024741,19.03567083,34.05348227,130.9936238,61.0666019,123.1020621
477.811,88.3628679,3.489284612,19.70421991,45.01781414,42.63075593,68.43776801,131.1095138
477.859,96.27220748,102.4172355,30.43643422,42.65479908,-53.64145156,59.60923682,137.6086147
477.905,110.2946188,-158.2485835,26.36251721,32.4441789,-163.9360703,56.53694343,126.9391992
